iter	RMSE
634	3.746056571
635	3.742879975
636	3.74000161
637	3.736955188
638	3.735120749
639	3.732484247
640	3.729622251
641	3.725809336
642	3.722819708
643	3.721119708
644	3.719792777
645	3.719324514
646	3.717791149
647	3.714915376
648	3.71313124
649	3.712776254
650	3.711772285
651	3.709149473
652	3.707954206
653	3.70621284
654	3.70434818
655	3.701414928
656	3.700298124
657	3.698781122
658	3.698422538
659	3.696066559
660	3.695994941
661	3.693739223
662	3.69030911
663	3.68842867
664	3.687848254
665	3.685750245
666	3.684294519
667	3.681886372
668	3.681283712
669	3.680961455
670	3.680670502
671	3.678005001
672	3.676300385
673	3.676045469
674	3.673753464
675	3.673119146
676	3.672821393
677	3.670282589
678	3.66789203
679	3.66523819
680	3.664191268
681	3.662803362
682	3.662404553
683	3.66051669
684	3.657171738
685	3.655254684
686	3.654638055
687	3.652417511
688	3.650613333
689	3.648145473
690	3.64702696
691	3.645950683
692	3.644282525
693	3.643562721
694	3.64305318
695	3.640897269
696	3.639526579
697	3.637995995
698	3.637689274
699	3.635525158
700	3.633101372
701	3.630849764
702	3.629465404
703	3.626695357
704	3.626610995
705	3.626237905
706	3.624654916
707	3.623052983
708	3.621748852
709	3.620074269
710	3.616939235
711	3.616711277
712	3.616515773
713	3.616345752
714	3.615802213
715	3.614605647
716	3.613125916
717	3.611446441
718	3.609902735
719	3.606862049
720	3.606667163
721	3.604959388
722	3.604669205
723	3.603001768
724	3.599594293
725	3.59938245
726	3.598787967
727	3.597047545
728	3.595456203
729	3.593502926
730	3.590458744
731	3.588362326
732	3.588092012
733	3.587054526
734	3.585519115
735	3.583707731
736	3.58041302
737	3.57909312
738	3.577829879
739	3.574655608
740	3.573130959
741	3.571134803
742	3.570459606
743	3.569780681
744	3.565830387
745	3.564827804
746	3.562917473
747	3.560637833
748	3.560537383
749	3.557347153
750	3.55708491
751	3.556122209
752	3.553473136
753	3.552231777
754	3.549386529
755	3.546827961
756	3.546633721
757	3.546412564
758	3.545003666
759	3.542648486
760	3.540072254
761	3.538901733
762	3.536137871
763	3.535788481
764	3.533357075
765	3.53314721
766	3.532715837
767	3.532507033
768	3.532256971
769	3.530526113
770	3.529287786
771	3.528704679
772	3.525765297
773	3.523749096
774	3.520721615
775	3.51899524
776	3.517804602
777	3.515275539
778	3.514440951
779	3.511220572
780	3.510692453
781	3.510488522
782	3.509937017
783	3.508106576
784	3.506004251
785	3.504490829
786	3.502258731
787	3.501963069
788	3.500219393
789	3.497944578
790	3.49779787
791	3.496156837
792	3.493861117
793	3.493506954
794	3.492522928
795	3.491382804
796	3.489678615
797	3.487822605
798	3.485571065
799	3.483557377
800	3.480263963
801	3.479722772
802	3.479138354
803	3.479095871
804	3.477008186
805	3.476390869
806	3.47474812
807	3.473230274
808	3.472062839
809	3.471159357
810	3.469302694
811	3.468620554
812	3.46686798
813	3.4652925
814	3.462546836
815	3.461582789
816	3.459154253
817	3.458393723
818	3.456235042
819	3.455371448
820	3.454456809
821	3.453419579
822	3.451023264
823	3.449134256
824	3.447095591
825	3.445842915
826	3.445560527
827	3.443979844
828	3.441670347
829	3.441463712
830	3.43906656
831	3.437717643
832	3.436577086
833	3.436403409
834	3.436254031
835	3.434213235
836	3.433636108
837	3.431789916
838	3.428885024
839	3.42860806
840	3.428384799
841	3.426828178
842	3.425544877
843	3.423648784
844	3.422479538
845	3.421028108
846	3.420802364
847	3.419802584
848	3.418827906
849	3.416912856
850	3.416773589
851	3.414519633
852	3.411942779
853	3.411659119
854	3.410698524
855	3.409259036
856	3.407123518
857	3.406242077
858	3.403271394
859	3.401681902
860	3.399602767
861	3.398122317
862	3.397921153
863	3.396794485
864	3.395797435
865	3.392932114
866	3.392253356
867	3.392021814
868	3.390247168
869	3.388860378
870	3.387328888
871	3.38709763
872	3.385737924
873	3.384454933
874	3.383807475
875	3.382763103
876	3.38173103
877	3.380374815
878	3.378846827
879	3.377736859
880	3.376846348
881	3.374303973
882	3.371886175
883	3.369232463
884	3.366672954
885	3.364632081
886	3.363988888
887	3.36326708
888	3.36101223
889	3.358430055
890	3.356813474
891	3.355457066
892	3.354077234
893	3.35274461
894	3.351793888
895	3.350820128
896	3.35015656
897	3.348923344
898	3.347582404
899	3.344618334
900	3.344565404
901	3.3422041
902	3.340527307
903	3.336277717
904	3.335083727
905	3.334597171
906	3.332800733
907	3.332079408
908	3.332024674
909	3.330291228
910	3.328347358
911	3.328181307
912	3.326483216
913	3.325292352
914	3.325194814
915	3.323427096
916	3.321534062
917	3.321413463
918	3.318390957
919	3.318316925
920	3.317121845
921	3.316050957
922	3.314997031
923	3.31247141
924	3.311535248
925	3.310043629
926	3.307375324
927	3.306253487
928	3.304281497
929	3.30222677
930	3.300630126
931	3.300494519
932	3.300228382
933	3.299685197
934	3.299558004
935	3.299396522
936	3.295716364
937	3.295656045
938	3.294921464
939	3.294131281
940	3.293089704
941	3.291540435
942	3.29066545
943	3.289467638
944	3.287827469
945	3.286330015
946	3.285287987
947	3.28407946
948	3.283764723
949	3.282345129
950	3.279221368
951	3.278251636
952	3.275566573
953	3.274514755
954	3.272679508
955	3.271342542
956	3.270869033
957	3.268368203
958	3.266346796
959	3.266225915
960	3.26587078
961	3.26466262
962	3.263258087
963	3.261877166
964	3.260765579
965	3.260300966
966	3.26012377
967	3.2600106
968	3.259534398
969	3.258942875
970	3.256769584
971	3.254273744
972	3.251683042
973	3.250094957
974	3.248005223
975	3.246068236
976	3.24383004
977	3.243441044
978	3.242237855
979	3.24071798
980	3.240225414
981	3.23838509
982	3.237786654
983	3.236451799
984	3.23568435
985	3.23509157
986	3.233325986
987	3.232488241
988	3.232462229
989	3.231167225
990	3.229850154
991	3.22720354
992	3.226993261
993	3.225569246
994	3.22423989
995	3.224100852
996	3.224019261
997	3.223748251
998	3.222176798
999	3.221036931
